customer_id,age,annual_income,total_spent,num_transactions,account_age_days,credit_score,loan_amount,city,segment,last_product,churn
CID-00021,35.0,33707.697013219986,8167.152078966011,13.0,2844,584.0,5451.628454137195,Istanbul,Silver,Investment,0
CID-00022,38.0,159540.31206176104,4450.874927419403,15.0,619,696.0,32149.737634447523,Istanbul,Bronze,Investment,1
CID-00023,20.0,61581.39783866247,2851.3942548449554,13.0,2018,614.0,7645.6745080962155,Adana,Gold,Savings,0
CID-00024,31.0,10000.0,4691.6688328529435,11.0,2869,715.0,22571.39167641799,Izmir,Bronze,Loan,0
CID-00025,39.0,34476.51198882,1792.355337089623,14.0,2463,732.0,13958.879141842845,Konya,Silver,Insurance,1
CID-00026,24.0,15111.760971870946,4546.248261504273,,3019,763.0,14037.227719758579,Istanbul,Bronze,Insurance,0
CID-00027,42.0,34898.00246688181,1487.6846513551613,16.0,1599,723.0,35134.63588110995,Istanbul,Silver,Investment,0
CID-00028,30.0,33430.32604832326,895.4848208557859,15.0,475,686.0,11441.54936704636,Istanbul,Bronze,Investment,0
CID-00029,34.0,47994.11785801151,4178.195150064473,24.0,2036,785.0,33627.701235546956,Ankara,Gold,Credit Card,1
CID-00030,30.0,24268.952550572132,1741.3194287352362,17.0,1990,795.0,8129.806338850819,Izmir,Silver,Investment,0
CID-00031,60.0,10000.0,12746.763216180647,,128,595.0,3457.9588897608533,Gaziantep,Silver,Savings,0
CID-00032,37.0,38533.76208614142,1375.9718475590046,,684,820.0,10941.224228436835,Antalya,Silver,Credit Card,0
CID-00033,25.0,97523.30455853284,8152.185394151921,,1108,778.0,12417.554491188941,Mersin,Silver,Loan,0
CID-00034,47.0,59987.42820067341,8648.012285278877,11.0,3104,611.0,11714.797003874293,Istanbul,Bronze,Savings,0
CID-00035,23.0,22717.5061413358,886.0093149495268,13.0,1385,529.0,29735.68112280176,Istanbul,Bronze,Insurance,0
CID-00036,40.0,150779.5883493435,5121.866047495325,,963,776.0,14970.08618137725,Istanbul,Silver,Insurance,0
CID-00037,18.0,133802.9008231157,1816.08763603136,,1488,696.0,39478.12587476493,Izmir,Silver,Savings,1
CID-00038,22.0,12919.382442144955,7984.821614630199,12.0,3587,643.0,12994.711284969706,Istanbul,Bronze,Investment,0
CID-00039,40.0,10000.0,1913.8015249027578,16.0,3320,705.0,4581.444279582234,Antalya,Platinum,Investment,0
CID-00040,46.0,74366.59187778377,4364.047790964299,,3312,774.0,2496.2893420397236,Istanbul,Silver,Investment,0
CID-00041,40.0,96689.85937108853,2013.352674084751,13.0,846,517.0,36498.7041187061,Istanbul,Gold,Insurance,0
CID-00042,36.0,189078.77962670254,827.2405561651435,20.0,3597,690.0,1040.6192269827773,Izmir,Silver,Savings,1
CID-00043,,121318.37804318812,711.4609352437409,,690,684.0,2252.172672545048,Ankara,Silver,Investment,0
CID-00044,20.0,50469.57007761584,1773.2333521831865,16.0,2309,799.0,1183.950698808796,Konya,Silver,Credit Card,0
CID-00045,29.0,41532.36727779497,4507.257976330815,,629,746.0,9921.352707029686,Konya,Bronze,Insurance,1
CID-00046,32.0,10000.0,2972.9616179205564,10.0,949,745.0,13690.858835390281,Istanbul,Silver,Savings,0
CID-00047,50.0,15577.865013737604,3733.6674648788685,11.0,1776,644.0,361.34801998845825,Konya,Silver,Savings,1
CID-00048,42.0,33851.01340896153,1061.5690903828943,14.0,1788,733.0,13046.682789170487,Izmir,Platinum,Savings,0
CID-00049,,54461.93021970439,2101.409807020735,17.0,1861,641.0,9008.612272798287,Izmir,Gold,Savings,0
CID-00050,41.0,44811.477869444665,145.31490722741646,12.0,1201,671.0,26741.72739098116,Istanbul,Gold,Loan,0
CID-00051,33.0,74649.50975069683,5443.784778958475,11.0,3308,725.0,31890.630749085827,Adana,Silver,Credit Card,0
CID-00052,,18049.9226738899,14702.221248721757,18.0,389,686.0,20791.426841059725,Istanbul,Gold,Loan,0
CID-00053,45.0,,1671.5422693333267,,3520,705.0,11546.918415245204,Istanbul,Bronze,Investment,0
CID-00054,50.0,10000.0,35.27743009227101,13.0,1997,785.0,4383.64459958387,Istanbul,Silver,Loan,0
CID-00055,49.0,29362.568035304754,595.4552880894363,12.0,1470,650.0,33805.23131231179,Izmir,Bronze,Loan,1
CID-00056,27.0,76281.58449807527,3382.617481641666,13.0,2949,596.0,7524.857652328369,Bursa,Bronze,Insurance,0
CID-00057,34.0,65021.77528408141,3030.254043576483,24.0,1749,607.0,7929.17813895249,Kocaeli,Silver,Savings,1
CID-00058,41.0,256938.13553015233,4961.69949650082,13.0,1606,590.0,44587.36720981167,Adana,Bronze,Loan,0
CID-00059,49.0,,937.1974706525027,,3283,808.0,66835.07419522511,Mersin,Bronze,Savings,0
CID-00060,32.0,37924.27762170973,4615.568029148666,12.0,585,732.0,41113.209180750484,Adana,Bronze,Credit Card,0
CID-00061,35.0,21987.731542210317,3727.0428141402817,12.0,1263,765.0,114110.06360839176,Ankara,Gold,Loan,1
CID-00062,24.0,,1247.392119269241,,2327,751.0,36573.5222944323,Izmir,Silver,Insurance,0
CID-00063,23.0,106950.90820405945,2523.3001242311284,15.0,1565,664.0,21934.878920458945,Ankara,Bronze,Insurance,0
CID-00064,47.0,63397.12030918664,509.81368877706086,,2673,810.0,6261.916792135636,Izmir,Silver,Investment,0
CID-00065,54.0,,1928.0340439243798,15.0,2216,624.0,55020.49634497617,Izmir,Gold,Loan,0
CID-00066,37.0,12514.815288787771,6816.932729572975,,1019,840.0,37665.7492904192,Antalya,Bronze,Credit Card,1
CID-00067,50.0,113652.86297038419,1749.7068516870772,19.0,3332,689.0,4957.559107027136,Istanbul,Silver,Savings,0
CID-00068,,10000.0,5855.606526316507,15.0,939,823.0,12090.666435935522,Adana,Silver,Loan,0
CID-00069,30.0,120704.18207310606,2855.0920779209605,19.0,1991,596.0,1307.3498056966746,Istanbul,Bronze,Investment,0
CID-00070,42.0,21950.28563985509,681.7300777807977,14.0,41,645.0,55155.61663036595,Istanbul,Bronze,Insurance,1
CID-00071,56.0,20775.404475664425,2784.4414672374537,17.0,1009,551.0,15307.719387399487,Izmir,Bronze,Loan,0
CID-00072,37.0,39469.176957774616,2256.5952502975974,10.0,302,763.0,5063.457397738723,Bursa,Silver,Investment,0
CID-00073,56.0,155373.92850407524,1627.4039757120875,18.0,517,700.0,6225.756240440678,Istanbul,Bronze,Credit Card,0
CID-00074,18.0,10000.0,407.7232146271073,,3191,841.0,71017.06047525813,Izmir,Bronze,Savings,0
CID-00075,47.0,23882.159904964967,1725.019195171658,13.0,2027,641.0,17209.958077595074,Izmir,Silver,Credit Card,0
CID-00076,39.0,106805.7118125855,241.74531185196426,17.0,1078,786.0,9826.302055983559,Istanbul,Silver,Credit Card,0
CID-00077,34.0,27734.920374956575,332.77993429667913,12.0,567,686.0,12471.086733935426,Antalya,Bronze,Savings,0
CID-00078,39.0,12214.962553755975,1720.6764265792633,13.0,1718,672.0,1867.5140631092186,Istanbul,Silver,Loan,1
CID-00079,18.0,30416.504619677526,1166.0559329086755,15.0,3062,656.0,1403.7506506191964,Konya,Silver,Savings,0
CID-00080,35.0,26786.748525172574,8312.164187784652,15.0,1625,612.0,16168.036964459736,Ankara,Silver,Investment,0
CID-00081,42.0,135850.6895574582,1507.627379139244,17.0,3161,709.0,12914.066602031204,Izmir,Silver,Credit Card,0
CID-00082,55.0,78936.49011302617,4538.340646997288,16.0,3272,,8009.367095097649,Kocaeli,Silver,Savings,0
CID-00083,31.0,38688.704428752455,2417.757999522863,14.0,617,554.0,15029.52016945995,Konya,Bronze,Insurance,0
CID-00084,28.0,244981.8823607494,3896.592920439725,,2865,479.0,1358.1396970854871,Adana,Silver,Savings,0
CID-00085,31.0,34430.40792025681,964.0378843921326,22.0,3548,654.0,51880.427057966685,Istanbul,Silver,Savings,1
CID-00086,48.0,,9106.160671387348,16.0,1773,772.0,6259.171510937699,Istanbul,Silver,Investment,1
CID-00087,41.0,16730.07782925985,2416.674858605925,,2998,697.0,1340.7336446645793,Bursa,Silver,Credit Card,0
CID-00088,31.0,31505.43001213875,5695.283156934091,17.0,1720,575.0,3343.18490140535,Ankara,Gold,Investment,0
CID-00089,44.0,,1453.4471709077216,14.0,1745,538.0,1806.1944273518018,Kocaeli,Gold,Investment,1
CID-00090,39.0,162150.0859469525,337.9052016435323,12.0,1647,772.0,3541.510102207711,Ankara,Silver,Insurance,0
CID-00091,49.0,80083.76906125846,3583.9160716020574,16.0,1063,547.0,9704.633764126664,Ankara,Silver,Investment,0
CID-00092,29.0,17180.19557768317,24.927715399381615,16.0,272,740.0,24112.89082354736,Izmir,Silver,Investment,1
CID-00093,34.0,,2063.72871283095,12.0,1231,725.0,5722.791201975215,Konya,Platinum,Insurance,0
CID-00094,33.0,70298.50720896362,685.3957346064605,10.0,2875,810.0,10306.27679411491,Istanbul,Silver,Loan,0
CID-00095,20.0,155922.6159784805,3158.9890583021956,13.0,286,629.0,47549.92952188165,Kocaeli,Bronze,Investment,0
CID-00096,41.0,117369.18370837357,12426.974029611983,16.0,2072,755.0,6313.027386454957,Izmir,Silver,Savings,0
CID-00097,41.0,39820.15450391776,1997.9938927018331,16.0,339,791.0,28500.825171067787,Gaziantep,Silver,Investment,0
CID-00098,38.0,,5443.1857687078555,10.0,2593,573.0,3091.6403509319057,Izmir,Bronze,Credit Card,0
CID-00099,35.0,,2268.281645625194,16.0,1268,690.0,3535.3148283851456,Adana,Gold,Savings,1
CID-00100,21.0,44249.39559189336,2191.5573205373516,13.0,3131,676.0,10963.5676026947,Istanbul,Gold,Savings,1
CID-00101,32.0,,8529.05060574471,,3447,594.0,4800.718879203133,Konya,Gold,Loan,0
CID-00102,33.0,10000.0,7062.286967029779,10.0,1118,701.0,42000.00773271031,Izmir,Silver,Credit Card,0
CID-00103,28.0,41471.692230526816,4930.711336693629,12.0,665,586.0,937.538882775849,Ankara,Bronze,Credit Card,0
CID-00104,36.0,17223.383771755303,1124.2888793272534,11.0,826,710.0,16370.91519564785,Istanbul,Bronze,Credit Card,0
CID-00105,42.0,,2519.9243401562053,15.0,1206,850.0,16684.5693380914,Adana,Silver,Investment,0
CID-00106,60.0,,811.1050760322008,10.0,2117,663.0,1229.5188143171474,Istanbul,Silver,Investment,0
CID-00107,40.0,10000.0,1877.878951349425,15.0,3127,672.0,23739.76434701067,Istanbul,Bronze,Savings,1
CID-00108,41.0,49750.36021393325,2118.596854124394,13.0,3374,793.0,11390.405906958316,Istanbul,Silver,Loan,1
CID-00109,37.0,42612.773614701866,5701.2831157494,14.0,3260,780.0,23112.048494631737,Istanbul,Bronze,Investment,0
CID-00110,18.0,190729.4480797722,7243.638913765083,14.0,1754,630.0,31572.543080755942,Antalya,Platinum,Investment,0
CID-00111,37.0,36413.39127717001,1713.581365033976,15.0,1829,735.0,7018.836290183787,Istanbul,Silver,Loan,1
CID-00112,38.0,10000.0,57.161739136881174,9.0,2658,443.0,11926.630632814184,Istanbul,Gold,Credit Card,0
CID-00113,67.0,44124.61837184524,6332.365098096414,14.0,2078,599.0,5438.406643002476,Ankara,Platinum,Savings,0
CID-00114,35.0,101170.08585186665,612.7934257959246,,108,765.0,4050.669104757805,Izmir,Silver,Investment,0
CID-00115,41.0,316806.91018416523,3112.1563752538837,18.0,3329,639.0,10.70882966488843,Izmir,Silver,Loan,0
CID-00116,37.0,30949.66372121448,80.9214807074585,12.0,1380,663.0,59652.94672381348,Ankara,Silver,Loan,0
CID-00117,23.0,21235.604750004994,1632.0109460327944,16.0,649,,10466.601339064517,Izmir,Silver,Credit Card,0
CID-00118,51.0,130428.91002883458,13650.772476170556,18.0,2578,593.0,236.8068138549608,Ankara,Platinum,Insurance,0
CID-00119,47.0,11674.06355530635,339.6207381379323,22.0,1528,480.0,161.61779373490194,Konya,Gold,Insurance,0
CID-00120,47.0,52559.46469106662,1763.5681213104376,,1408,650.0,6123.108073715446,Istanbul,Silver,Insurance,0
CID-00121,27.0,28621.74192784256,1174.213380946828,3.0,1177,717.0,252.6429636103922,Gaziantep,Bronze,Insurance,0
CID-00122,54.0,10000.0,7535.380583985877,13.0,1007,699.0,8446.09174031294,Istanbul,Silver,Investment,0
CID-00123,,,6512.504241387538,19.0,1477,613.0,1170.1145777014326,Antalya,Bronze,Loan,0
CID-00124,45.0,16950.76586956531,868.5231159512837,,3353,565.0,720.7687024726297,Ankara,Platinum,Savings,0
CID-00125,64.0,63725.894892106,270.9552511122931,10.0,1567,650.0,19922.21668642496,Ankara,Bronze,Investment,0
CID-00126,,163450.6594711104,3156.9534650922387,,1787,573.0,42722.11215407313,Bursa,Silver,Insurance,0
CID-00127,,17162.15769018924,1312.091432695097,19.0,3608,618.0,9478.684671602643,Adana,Bronze,Savings,0
CID-00128,39.0,91766.21268439679,3567.996774833471,,2563,690.0,32626.757984936252,Ankara,Gold,Savings,0
CID-00129,31.0,10000.0,104.47012577591852,15.0,507,610.0,534.6402749587527,Izmir,Silver,Insurance,0
CID-00130,19.0,42484.879178622934,458.1660387882124,17.0,1924,,27066.289077623554,Istanbul,Silver,Savings,0
CID-00131,,,3710.555043107339,15.0,2410,596.0,1167.4541548252591,Kocaeli,Bronze,Investment,0
CID-00132,25.0,149523.02901502582,763.9285585104824,15.0,1662,631.0,32811.75212555276,Gaziantep,Silver,Credit Card,0
CID-00133,43.0,79966.5069783677,6236.891958837937,,1285,747.0,38523.24182519084,Ankara,Bronze,Investment,0
CID-00134,26.0,59003.8951797582,193.2079057690995,21.0,2070,735.0,27749.82671228963,Adana,Silver,Investment,0
CID-00135,56.0,,776.5943698525618,8.0,1595,721.0,30941.430424242724,Ankara,Platinum,Credit Card,0
CID-00136,28.0,57351.844877391144,20938.51116595104,,59,,14838.484883107278,Adana,Silver,Insurance,0
CID-00137,34.0,190958.68228846818,1816.0966527758465,12.0,756,726.0,5539.108523699573,Izmir,Bronze,Insurance,1
CID-00138,,68838.90439431903,3884.504114883435,,202,743.0,18552.001912514115,Izmir,Bronze,Credit Card,0
CID-00139,23.0,142214.9091906903,645.4523015881297,16.0,2869,715.0,10422.006232246737,Istanbul,Platinum,Investment,0
CID-00140,40.0,40040.64520304859,3012.070462488333,17.0,497,677.0,96.31532202592,Mersin,Bronze,Loan,1
CID-00141,53.0,10000.0,4144.04594680993,17.0,3577,726.0,11661.13103652579,Konya,Bronze,Savings,0
CID-00142,18.0,41313.40910068948,1208.2326310875978,16.0,2005,673.0,18957.995416176047,Konya,Silver,Savings,0
CID-00143,40.0,10000.0,5649.568701015486,16.0,2800,,251.65690453011328,Ankara,Bronze,Savings,0
CID-00144,41.0,49373.40894244873,2959.588437773782,19.0,3418,685.0,17481.065059019194,Ankara,Silver,Loan,0
CID-00145,47.0,36230.2789378277,1577.150928462941,,2474,559.0,19027.483823593146,Izmir,Gold,Investment,0
CID-00146,23.0,53591.14527799914,2610.0373093967432,17.0,154,633.0,3097.8546845724145,Gaziantep,Bronze,Insurance,0
CID-00147,22.0,10000.0,2751.417239061656,15.0,3181,846.0,10152.09416676099,Kocaeli,Silver,Credit Card,0
CID-00148,44.0,,579.0874521548353,17.0,2773,525.0,60003.3275564487,Istanbul,Silver,Savings,0
CID-00149,41.0,37177.615851671995,1649.24791795874,,2604,804.0,38804.35849178805,Bursa,Silver,Loan,1
CID-00150,41.0,165322.00098104705,1346.3259535027698,11.0,1576,730.0,9522.467177122213,Antalya,Silver,Credit Card,1
CID-00151,42.0,26613.061311173595,1639.4601419236271,,1449,682.0,7749.835799843518,Istanbul,Gold,Investment,1
CID-00152,29.0,30376.153803654957,4581.614551881316,,1907,545.0,2384.663289463966,Ankara,Silver,Loan,1
CID-00153,40.0,68981.01718764882,2108.2239165560277,15.0,3190,679.0,644.8165086790691,Istanbul,Gold,Loan,1
CID-00154,41.0,50919.9825439691,9019.82037989509,3.0,1056,,6355.024079946514,Antalya,Bronze,Credit Card,0
CID-00155,29.0,19532.812647477993,1112.5817871183003,17.0,565,775.0,50726.59837442913,Gaziantep,Gold,Credit Card,0
CID-00156,60.0,29095.958188520493,1719.5099311833612,,630,626.0,57326.388522970774,Gaziantep,Platinum,Savings,0
CID-00157,43.0,13503.4197745677,4948.033171594475,11.0,3622,657.0,30133.432595378017,Antalya,Platinum,Investment,0
CID-00158,23.0,186011.43574827167,2527.0792086978427,14.0,1017,699.0,7776.9479836833025,Ankara,Silver,Credit Card,1
CID-00159,45.0,10000.0,2534.1609242136437,,635,628.0,2790.874581393126,Antalya,Silver,Savings,0
CID-00160,26.0,25572.538700177236,175.40944308196637,14.0,3172,756.0,16293.353470111222,Gaziantep,Gold,Savings,0
CID-00161,47.0,10000.0,1627.1822323217784,,2777,656.0,18717.94725124746,Bursa,Platinum,Credit Card,0
CID-00162,51.0,13790.995106401642,1010.2923622748424,18.0,168,529.0,9947.590098205545,Ankara,Bronze,Loan,0
CID-00163,28.0,83394.93619012518,23410.9063770025,,2087,692.0,21177.168936796574,Kocaeli,Bronze,Loan,0
CID-00164,49.0,12353.751947516908,1179.7842012784238,18.0,3616,744.0,24715.965800079037,Konya,Bronze,Loan,0
CID-00165,42.0,10000.0,6907.055192593925,10.0,1584,795.0,27506.55833573361,Gaziantep,Platinum,Savings,1
CID-00166,47.0,35382.37979315389,3608.7469695140044,16.0,159,724.0,12559.571970912637,Kocaeli,Bronze,Loan,1
CID-00167,60.0,10000.0,1334.09570430472,13.0,430,772.0,28232.849842580847,Ankara,Bronze,Investment,0
CID-00168,35.0,10000.0,2509.5740492129835,14.0,1274,719.0,464.5182552571001,Gaziantep,Bronze,Loan,1
CID-00169,28.0,90657.22638383012,5874.996271111694,10.0,671,603.0,20532.57710978248,Izmir,Bronze,Loan,1
CID-00170,27.0,81185.63325169469,6875.949297577108,,466,617.0,4836.752833422919,Istanbul,Silver,Savings,0
CID-00171,28.0,135670.61963511072,559.4316669729427,,1453,496.0,5677.627091229772,Bursa,Platinum,Insurance,1
CID-00172,37.0,106022.69077026391,1327.5804712730596,17.0,1166,662.0,1723.358706436388,Izmir,Bronze,Investment,0
CID-00173,42.0,63217.41171783208,1306.5724927981407,16.0,1505,732.0,3846.2186355496688,Istanbul,Silver,Savings,1
CID-00174,41.0,10000.0,137.4536387210435,,1608,553.0,86928.18106438173,Mersin,Silver,Investment,0
CID-00175,47.0,83993.83056326797,2918.063384805854,13.0,3319,,9662.58979330188,Istanbul,Bronze,Investment,1
CID-00176,38.0,102719.71369938455,6175.300134834427,,87,671.0,47301.04989619925,Kocaeli,Silver,Loan,0
CID-00177,55.0,88267.25269396773,1537.8507703218108,,1166,608.0,3200.6011985137825,Istanbul,Bronze,Investment,1
CID-00178,34.0,39063.78771866808,4311.078103882098,14.0,729,553.0,4108.140325880246,Ankara,Gold,Loan,0
CID-00179,70.0,,3161.780508921966,12.0,1175,812.0,14688.417772827921,Ankara,Platinum,Investment,0
CID-00180,45.0,102655.37187127925,1507.334864337616,15.0,2485,774.0,7741.1521204455585,Adana,Silver,Insurance,1
CID-00181,27.0,71438.40189049269,486.57911891986816,12.0,1513,647.0,18586.55516992806,Istanbul,Silver,Investment,0
CID-00182,25.0,217295.36809910196,3953.745688565549,9.0,1138,754.0,9868.715898979744,Mersin,Bronze,Credit Card,1
CID-00183,43.0,10000.0,6169.687005470594,14.0,1671,663.0,30045.11856863196,Adana,Silver,Loan,0
CID-00184,35.0,14066.257921857117,3705.2768013288132,17.0,429,631.0,10167.44180874132,Adana,Bronze,Insurance,1
CID-00185,46.0,13090.058682449602,57.728751801114456,16.0,2433,627.0,15290.068737651321,Istanbul,Silver,Loan,0
CID-00186,43.0,86504.85848762916,779.6587581911285,20.0,2176,661.0,6970.355331593359,Izmir,Platinum,Insurance,0
CID-00187,37.0,11380.058218552907,230.43741780835379,,1574,648.0,21915.617495807077,Kocaeli,Silver,Loan,0
CID-00188,27.0,10000.0,2703.5788148633887,12.0,2595,684.0,19141.933495828845,Istanbul,Gold,Credit Card,0
CID-00189,19.0,359901.9848178587,4520.149352493528,14.0,137,808.0,9105.11630969188,Istanbul,Platinum,Credit Card,1
CID-00190,32.0,10000.0,374.9913602790787,10.0,2014,850.0,5814.1481121089255,Izmir,Silver,Insurance,0
CID-00191,48.0,99180.95289220232,5831.188586706301,10.0,2027,583.0,17139.390249080338,Kocaeli,Platinum,Savings,0
CID-00192,40.0,25008.948263949434,2594.641353910901,14.0,181,716.0,51612.62524334272,Izmir,Bronze,Loan,0
CID-00193,23.0,101350.11721153592,3747.465682129763,15.0,935,696.0,2561.4836990725007,Ankara,Gold,Savings,0
CID-00194,40.0,44485.569234078444,11374.122239716226,,879,722.0,28890.553141310236,Bursa,Silver,Investment,0
CID-00195,42.0,127546.75439694137,279.65026826699585,15.0,2826,643.0,14094.96994155349,Kocaeli,Gold,Credit Card,1
CID-00196,27.0,143346.58342725018,7407.68272429423,,2022,723.0,13421.150555841985,Istanbul,Silver,Loan,0
CID-00197,39.0,,431.33571635250905,17.0,56,569.0,58714.048206335385,Istanbul,Silver,Credit Card,0
CID-00198,38.0,10000.0,1597.3076043673468,15.0,148,850.0,16759.559654902918,Istanbul,Bronze,Investment,0
CID-00199,,15848.827113410669,6101.624277141565,15.0,752,703.0,31950.13565071093,Istanbul,Platinum,Insurance,0
CID-00200,42.0,60862.46525967977,7574.940182474862,18.0,2177,738.0,13005.524360242878,Ankara,Silver,Loan,0
CID-00201,44.0,120542.93304451679,2259.111745818369,,32,590.0,5174.758462227958,Istanbul,Silver,Loan,0
CID-00202,50.0,33884.32561786237,2885.3116234907156,,835,624.0,21343.925812017806,Izmir,Bronze,Loan,0
CID-00203,50.0,51363.24946641258,3940.8197587053173,16.0,2022,562.0,46192.49929172446,Ankara,Silver,Insurance,1
CID-00204,21.0,11487.889084625502,5722.615714018149,18.0,3430,796.0,33125.386807534036,Ankara,Bronze,Credit Card,0
CID-00205,26.0,89902.210872253,414.56667444608877,13.0,3630,591.0,3979.802669130881,Kocaeli,Silver,Insurance,0
CID-00206,44.0,188168.21348759122,5315.507371276624,11.0,1159,664.0,6859.765594951605,Istanbul,Platinum,Credit Card,0
CID-00207,44.0,17203.63228678083,2100.42758186461,,1283,668.0,13094.848872495118,Ankara,Bronze,Loan,0
CID-00208,44.0,37556.87423340049,1916.707660318404,,333,717.0,15258.70138318314,Istanbul,Silver,Insurance,0
CID-00209,84.0,10000.0,1764.71549362516,,206,576.0,3877.936845177758,Izmir,Bronze,Investment,1
CID-00210,44.0,45046.11815871316,2277.574947983253,,113,748.0,4704.854224617817,Adana,Bronze,Insurance,0
CID-00211,51.0,38430.128940377625,9284.293340987595,8.0,292,779.0,25600.63738839956,Konya,Bronze,Credit Card,0
CID-00212,49.0,10000.0,2542.4768818026832,11.0,1249,627.0,23589.173322482347,Izmir,Silver,Loan,0
CID-00213,45.0,32093.324182897213,9796.455166579717,14.0,3350,677.0,32897.67733950564,Gaziantep,Silver,Credit Card,0
CID-00214,34.0,22364.25158296434,636.1754212994715,,3483,730.0,48636.27999832016,Adana,Silver,Savings,0
CID-00215,47.0,40578.4935443866,4121.111077119915,14.0,2535,700.0,6633.84121253407,Istanbul,Silver,Loan,0
CID-00216,28.0,48458.00932204983,5352.282464308991,11.0,2486,600.0,35338.029591125356,Istanbul,Silver,Investment,0
CID-00217,,10000.0,3637.4898564300147,15.0,3182,736.0,19739.69261731305,Antalya,Bronze,Investment,0
CID-00218,32.0,78722.42183441359,2987.9933645665383,,3513,801.0,56963.42006004418,Mersin,Gold,Savings,1
CID-00219,38.0,68657.75740395646,2662.3326469641856,7.0,2283,800.0,5716.009775579984,Ankara,Silver,Credit Card,0
CID-00220,65.0,25088.69769216679,6312.900305725808,11.0,2897,726.0,5656.695269476513,Istanbul,Gold,Investment,0
CID-00221,18.0,10000.0,5516.762521029832,13.0,3092,741.0,21930.978548153562,Gaziantep,Gold,Credit Card,0
CID-00222,46.0,77342.1967187398,417.40025292819575,12.0,831,648.0,47462.59245119429,Istanbul,Silver,Loan,1
CID-00223,18.0,170774.60617803817,6040.794930387806,20.0,924,606.0,31327.81877931751,Antalya,Bronze,Insurance,0
CID-00224,32.0,15104.998372654085,1710.568301705171,22.0,902,674.0,23371.71110348778,Istanbul,Platinum,Loan,0
CID-00225,51.0,21497.256878658678,936.3947751251304,,417,850.0,8818.107690560038,Istanbul,Bronze,Credit Card,1
CID-00226,38.0,11171.140650896643,6523.014928766831,,1865,637.0,22770.422891385617,Ankara,Silver,Savings,0
CID-00227,25.0,47312.76564825114,1810.168072131773,16.0,2971,714.0,29068.75535764813,Bursa,Bronze,Loan,1
CID-00228,29.0,10000.0,5286.915651710428,17.0,2844,710.0,25191.4357813092,Istanbul,Gold,Investment,0
CID-00229,46.0,24219.67639723637,978.2885713101955,13.0,3500,650.0,20331.312541777585,Adana,Gold,Loan,0
CID-00230,29.0,65673.59835702892,12.598596760833924,10.0,2033,798.0,869.0059722061387,Istanbul,Silver,Loan,1
CID-00231,40.0,45168.43015114882,2189.1409799726057,7.0,1061,807.0,19403.488451599977,Izmir,Silver,Loan,0
CID-00232,38.0,,337.9653322128912,15.0,1679,850.0,11711.741842443182,Ankara,Bronze,Savings,0
